split,scenario_id,source_file,scenario_type,node_id,signal_col,label_col,window_id,window_size,start_idx,end_idx,start_time_s,end_time_s,y_true,node_is_N2,node_is_N8,node_is_N9,local_t-23,local_t-22,local_t-21,local_t-20,local_t-19,local_t-18,local_t-17,local_t-16,local_t-15,local_t-14,local_t-13,local_t-12,local_t-11,local_t-10,local_t-9,local_t-8,local_t-7,local_t-6,local_t-5,local_t-4,local_t-3,local_t-2,local_t-1,local_t-0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_58_81,24,58,81,34800,48600,1,0,1,0,65.924,65.924,94.576,94.576,94.576,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_59_82,24,59,82,35400,49200,1,0,1,0,65.924,94.576,94.576,94.576,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_60_83,24,60,83,36000,49800,1,0,1,0,94.576,94.576,94.576,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_61_84,24,61,84,36600,50400,1,0,1,0,94.576,94.576,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_62_85,24,62,85,37200,51000,1,0,1,0,94.576,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_63_86,24,63,86,37800,51600,1,0,1,0,94.576,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_64_87,24,64,87,38400,52200,1,0,1,0,94.576,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_65_88,24,65,88,39000,52800,1,0,1,0,94.576,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_66_89,24,66,89,39600,53400,1,0,1,0,110.0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_67_90,24,67,90,40200,54000,1,0,1,0,110.0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_68_91,24,68,91,40800,54600,1,0,1,0,110.0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_69_92,24,69,92,41400,55200,1,0,1,0,110.0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_70_93,24,70,93,42000,55800,1,0,1,0,110.0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_71_94,24,71,94,42600,56400,1,0,1,0,110.0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_72_95,24,72,95,43200,57000,1,0,1,0,105.46,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_73_96,24,73,96,43800,57600,1,0,1,0,105.46,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_74_97,24,74,97,44400,58200,1,0,1,0,105.46,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_75_98,24,75,98,45000,58800,1,0,1,0,105.46,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_76_99,24,76,99,45600,59400,1,0,1,0,105.46,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_77_100,24,77,100,46200,60000,1,0,1,0,105.46,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_78_101,24,78,101,46800,60600,1,0,1,0,97.036,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_79_102,24,79,102,47400,61200,1,0,1,0,97.036,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_80_103,24,80,103,48000,61800,1,0,1,0,97.036,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_81_104,24,81,104,48600,62400,1,0,1,0,97.036,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_82_105,24,82,105,49200,63000,1,0,1,0,97.036,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_83_106,24,83,106,49800,63600,1,0,1,0,97.036,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_84_107,24,84,107,50400,64200,1,0,1,0,92.5,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_85_108,24,85,108,51000,64800,1,0,1,0,92.5,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_86_109,24,86,109,51600,65400,1,0,1,0,92.5,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_87_110,24,87,110,52200,66000,1,0,1,0,92.5,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_88_111,24,88,111,52800,66600,1,0,1,0,92.5,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_89_112,24,89,112,53400,67200,1,0,1,0,92.5,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_90_113,24,90,113,54000,67800,1,0,1,0,99.063,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_91_114,24,91,114,54600,68400,1,0,1,0,99.063,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_92_115,24,92,115,55200,69000,1,0,1,0,99.063,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_93_116,24,93,116,55800,69600,1,0,1,0,99.063,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_94_117,24,94,117,56400,70200,1,0,1,0,99.063,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_95_118,24,95,118,57000,70800,1,0,1,0,99.063,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_96_119,24,96,119,57600,71400,1,0,1,0,113.5,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_97_120,24,97,120,58200,72000,1,0,1,0,113.5,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_98_121,24,98,121,58800,72600,1,0,1,0,113.5,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_99_122,24,99,122,59400,73200,1,0,1,0,113.5,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_100_123,24,100,123,60000,73800,1,0,1,0,113.5,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_101_124,24,101,124,60600,74400,1,0,1,0,113.5,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_102_125,24,102,125,61200,75000,1,0,1,0,127.94,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_103_126,24,103,126,61800,75600,1,0,1,0,127.94,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_104_127,24,104,127,62400,76200,1,0,1,0,127.94,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_105_128,24,105,128,63000,76800,1,0,1,0,127.94,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_106_129,24,106,129,63600,77400,1,0,1,0,127.94,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_107_130,24,107,130,64200,78000,1,0,1,0,127.94,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_108_131,24,108,131,64800,78600,1,0,1,0,134.5,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_109_132,24,109,132,65400,79200,1,0,1,0,134.5,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_110_133,24,110,133,66000,79800,1,0,1,0,134.5,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_111_134,24,111,134,66600,80400,1,0,1,0,134.5,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_112_135,24,112,135,67200,81000,1,0,1,0,134.5,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_113_136,24,113,136,67800,81600,1,0,1,0,134.5,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_114_137,24,114,137,68400,82200,1,0,1,0,104.96,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_115_138,24,115,138,69000,82800,1,0,1,0,104.96,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_116_139,24,116,139,69600,83400,1,0,1,0,104.96,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_117_140,24,117,140,70200,84000,1,0,1,0,104.96,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_118_141,24,118,141,70800,84600,1,0,1,0,104.96,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0,61.0,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_119_142,24,119,142,71400,85200,1,0,1,0,104.96,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0,61.0,61.0,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_120_143,24,120,143,72000,85800,1,0,1,0,72.0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0,61.0,61.0,61.0,61.0
train,55,data_55.csv,persistent_leak,N8,V_N8,leak_downstream_N8,55_N8_121_144,24,121,144,72600,86400,1,0,1,0,72.0,72.0,72.0,72.0,72.0,66.113,66.113,66.113,66.113,66.113,66.113,62.336,62.336,62.336,62.336,62.336,62.336,61.0,61.0,61.0,61.0,61.0,61.0,57.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_0_23,24,0,23,0,13800,0,0,0,1,8.5,8.5,8.5,8.5,8.5,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_1_24,24,1,24,600,14400,0,0,0,1,8.5,8.5,8.5,8.5,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_2_25,24,2,25,1200,15000,0,0,0,1,8.5,8.5,8.5,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_3_26,24,3,26,1800,15600,0,0,0,1,8.5,8.5,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_4_27,24,4,27,2400,16200,0,0,0,1,8.5,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_5_28,24,5,28,3000,16800,0,0,0,1,8.5,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_6_29,24,6,29,3600,17400,0,0,0,1,9.1165,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_7_30,24,7,30,4200,18000,0,0,0,1,9.1165,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_8_31,24,8,31,4800,18600,0,0,0,1,9.1165,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_9_32,24,9,32,5400,19200,0,0,0,1,9.1165,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_10_33,24,10,33,6000,19800,0,0,0,1,9.1165,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_11_34,24,11,34,6600,20400,0,0,0,1,9.1165,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_12_35,24,12,35,7200,21000,0,0,0,1,9.8305,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_13_36,24,13,36,7800,21600,0,0,0,1,9.8305,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_14_37,24,14,37,8400,22200,0,0,0,1,9.8305,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_15_38,24,15,38,9000,22800,0,0,0,1,9.8305,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_16_39,24,16,39,9600,23400,0,0,0,1,9.8305,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253,25.253,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_17_40,24,17,40,10200,24000,0,0,0,1,9.8305,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253,25.253,25.253,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_18_41,24,18,41,10800,24600,0,0,0,1,10.63,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253,25.253,25.253,25.253,25.253
train,55,data_55.csv,persistent_leak,N9,V_N9,leak_downstream_N9,55_N9_19_42,24,19,42,11400,25200,0,0,0,1,10.63,10.63,10.63,10.63,10.63,11.5,11.5,11.5,11.5,11.5,11.5,18.355,18.355,18.355,18.355,18.355,18.355,25.253,25.253,25.253,25.253,25.253,25.253,32.401
